pickup_longitude,pickup_latitude,pickup_date,pickup_time,pickup_hour,farePerDistance,trip_distance,fare_amount,dropoff_longitude,dropoff_latitude,dropoff_date,dropoff_time,dropoff_hour,payment_type,WWH,pickup_block_int,dropoff_block_int
-73.98397827,40.73800659,5/16/15,19:56:29,19,9.482758621,0.58,5.5,-73.99100494,40.73720551,5/16/15,20:02:43,20,0,2,79,90
-73.98886871,40.72161865,5/16/15,21:14:53,21,8.333333333,0.6,5,-73.98375702,40.72964859,5/16/15,21:19:01,21,0,2,107,188
-73.95233154,40.78156662,5/16/15,22:25:47,22,4.285714286,2.8,12,-73.97782135,40.79208755,5/16/15,22:40:12,22,0,2,179,187
-73.97718811,40.74298477,5/1/15,20:46:01,20,2.999016716,10.17,30.5,-73.92683411,40.86562347,5/1/15,21:07:02,21,0,1,75,173
-74.00325775,40.73258972,5/1/15,22:07:24,22,3.35443038,7.9,26.5,-73.9801712,40.67049026,5/1/15,22:40:18,22,0,1,91,176
-73.98830414,40.73190689,5/17/15,3:59:39,3,3.467741935,6.2,21.5,-73.91140747,40.69326782,5/17/15,4:22:58,4,1,2,188,98
-73.98623657,40.75676346,5/17/15,9:03:38,9,3.645833333,2.88,10.5,-74.00341034,40.72039032,5/17/15,9:12:07,9,1,2,20,106
-73.95613861,40.80379105,5/2/15,3:04:03,3,7.5,0.6,4.5,-73.95085907,40.8024292,5/2/15,3:07:51,3,1,2,175,175
-73.94491577,40.80256653,5/2/15,7:43:35,7,3.666666667,3,11,-73.9798584,40.78196335,5/2/15,7:52:53,7,1,2,128,187
-73.95450592,40.77812576,5/17/15,14:34:15,14,5.625,3.2,18,-73.98895264,40.75443268,5/17/15,14:59:51,14,0,2,179,20
-73.95426941,40.77019119,5/2/15,11:54:46,11,5.769230769,0.78,4.5,-73.94569397,40.77543259,5/2/15,11:57:41,11,0,2,129,67
-73.99712372,40.72066879,5/2/15,13:33:49,13,5.869565217,2.3,13.5,-73.98942566,40.74755096,5/2/15,13:54:28,13,1,2,106,20
-73.98536682,40.74734879,5/2/15,15:08:57,15,3.771760155,5.17,19.5,-73.96920776,40.80351257,5/2/15,15:31:47,15,1,2,20,186
-73.98667145,40.7508812,5/17/15,21:30:47,21,5.208333333,0.96,5,-73.98103333,40.76251984,5/17/15,21:35:30,21,0,2,20,20
-73.97949982,40.7610054,5/17/15,23:29:07,23,6,1,6,-73.9703064,40.75231171,5/17/15,23:35:09,23,0,2,20,21
-73.9757309,40.76000977,5/2/15,19:39:13,19,6.578947368,1.52,10,-73.98480225,40.74221039,5/2/15,19:53:22,19,1,2,20,79
-74.00823975,40.71195984,5/2/15,20:48:09,20,6.428571429,0.7,4.5,-74.01069641,40.70444489,5/2/15,20:51:30,20,0,2,106,37
-73.9821701,40.74325562,5/18/15,10:06:23,10,12.06896552,0.87,10.5,-73.97228241,40.74663544,5/18/15,10:21:10,10,0,1,75,75
-74.00675964,40.71175385,5/18/15,11:58:59,11,3.75,2.8,10.5,-73.98514557,40.7220192,5/18/15,12:07:38,12,1,1,37,188
-73.98855591,40.72904205,5/3/15,0:59:32,0,3.581267218,3.63,13,-73.95412445,40.7702713,5/3/15,1:13:02,1,0,2,188,129
-73.97647858,40.76500702,5/3/15,2:10:17,2,3.470919325,10.66,37,-73.89665985,40.86496353,5/3/15,2:48:41,2,0,2,20,141
-73.97050476,40.76208496,5/18/15,17:43:46,17,5,1.2,6,-73.97719574,40.74975586,5/18/15,17:49:17,17,1,1,20,75
-73.98895264,40.7586937,5/3/15,9:48:12,9,5.714285714,0.7,4,-73.99858856,40.76413345,5/3/15,9:50:36,9,1,2,14,14
-73.96547699,40.75531769,5/3/15,11:58:18,11,6,1,6,-73.97963715,40.76241302,5/3/15,12:03:54,12,0,2,21,20
-73.98740387,40.73287201,5/3/15,13:26:43,13,7.083333333,1.2,8.5,-74.00684357,40.74075317,5/3/15,13:38:03,13,1,2,188,91
-73.96311951,40.79939651,5/19/15,0:11:17,0,4.333333333,1.5,6.5,-73.94219971,40.79897308,5/19/15,0:16:42,0,1,1,186,128
-73.99892426,40.76131821,5/19/15,6:33:23,6,4.545454545,1.98,9,-73.97093964,40.75895691,5/19/15,6:43:33,6,0,1,14,21
-73.79032898,40.64688492,5/3/15,18:36:27,18,3.537414966,14.7,52,-74.00617218,40.71412659,5/3/15,19:21:10,19,0,2,158,106
-73.97985077,40.74995804,5/19/15,10:02:56,10,7,1,7,-73.98835754,40.7375145,5/19/15,10:10:57,10,0,1,75,90
-73.99131012,40.73025513,5/19/15,11:45:52,11,7.592592593,2.7,20.5,-73.98362732,40.76213455,5/19/15,12:20:14,12,1,1,91,20
-73.78175354,40.64477158,5/4/15,1:59:11,1,3.113772455,16.7,52,-73.97702789,40.74210358,5/4/15,2:21:37,2,0,1,158,75
-73.99007416,40.75617599,5/4/15,7:53:46,7,7.333333333,1.5,11,-73.9821701,40.74554825,5/4/15,8:09:11,8,1,1,20,75
-74.00294495,40.76028824,5/4/15,9:32:26,9,5.970149254,1.34,8,-73.98320007,40.75801086,5/4/15,9:41:43,9,0,1,90,20
-73.98854828,40.72328949,5/19/15,18:58:07,18,5.555555556,0.9,5,-73.98763275,40.73344421,5/19/15,19:01:55,19,0,1,188,188
-73.98413849,40.75973892,5/4/15,13:40:16,13,5.952380952,1.26,7.5,-73.9911499,40.77063751,5/4/15,13:48:49,13,0,1,20,14
-73.95584869,40.76794052,5/4/15,15:32:33,15,5.277777778,1.8,9.5,-73.98159027,40.77032089,5/4/15,15:43:50,15,0,1,129,180
-73.98587036,40.76084137,5/4/15,17:43:22,17,6.989247312,0.93,6.5,-73.97660065,40.7575531,5/4/15,17:51:28,17,1,1,20,20
-73.98196411,40.75741577,5/20/15,1:39:26,1,6.875,0.8,5.5,-73.98291016,40.76315689,5/20/15,1:44:07,1,0,1,20,20
-73.95407867,40.78440857,5/20/15,7:26:26,7,5.392156863,2.04,11,-73.972229,40.75938034,5/20/15,7:39:42,7,0,1,179,21
-73.98451233,40.76951599,5/4/15,22:27:58,22,4.135338346,2.66,11,-73.95205688,40.76652145,5/4/15,22:40:17,22,1,1,180,129
-73.98714447,40.71889114,5/5/15,0:56:07,0,6.774193548,3.1,21,-74.00717926,40.74007797,5/5/15,1:28:29,1,1,1,107,91
-74.01341248,40.70304871,5/20/15,12:35:27,12,3.108003108,12.87,40,-73.86522675,40.77061844,5/20/15,13:15:00,13,0,1,37,158
-73.99113464,40.74865723,5/5/15,9:15:50,9,8.333333333,1.8,15,-74.00406647,40.72555542,5/5/15,9:38:48,9,1,1,20,106
-74.00928497,40.72964478,5/5/15,11:06:23,11,10,1.3,13,-74.00267792,40.71508026,5/5/15,11:26:41,11,0,1,91,106
-73.98264313,40.77457428,5/5/15,12:51:37,12,8.125,1.6,13,-73.98529053,40.75350571,5/5/15,13:11:35,13,1,1,180,20
-73.98863983,40.77826309,5/20/15,19:45:55,19,2.685950413,19.36,52,-73.77644348,40.64520264,5/20/15,20:35:24,20,0,1,180,158
-73.97919464,40.78517532,5/20/15,20:54:50,20,5.081967213,3.05,15.5,-73.97559357,40.75418472,5/20/15,21:16:09,21,0,1,187,21
-73.99895477,40.73068619,5/5/15,18:34:07,18,5.921052632,1.52,9,-74.00746155,40.74306107,5/5/15,18:45:36,18,1,1,91,90
-73.98728943,40.73315048,5/5/15,19:55:59,19,7.142857143,0.7,5,-73.98079681,40.7427597,5/5/15,20:00:32,20,0,1,188,75
-73.99207306,40.72612,5/21/15,2:12:13,2,8.75,0.4,3.5,-73.99555206,40.72326279,5/21/15,2:13:18,2,1,1,91,106
-73.99345398,40.75727081,5/21/15,7:22:00,7,6.666666667,0.9,6,-73.9825592,40.75966644,5/21/15,7:28:10,7,0,1,14,20
-73.97753143,40.7844696,5/6/15,0:44:31,0,5.454545455,1.1,6,-73.98945618,40.77655411,5/6/15,0:49:24,0,1,1,187,180
-73.96609497,40.76447296,5/6/15,6:42:10,6,5,2,10,-73.95230865,40.78967667,5/6/15,6:53:14,6,0,1,179,181
-73.95970154,40.80131912,5/21/15,12:34:05,12,4.802259887,1.77,8.5,-73.9781189,40.78292847,5/21/15,12:42:52,12,0,1,186,187
-73.95786285,40.78141022,5/21/15,14:01:11,14,3.241758242,9.1,29.5,-73.86426544,40.76985931,5/21/15,14:29:40,14,0,1,179,158
-73.97824097,40.78580856,5/6/15,12:22:08,12,5.088495575,2.26,11.5,-73.97859192,40.7592392,5/6/15,12:36:31,12,1,1,187,20
-73.98088837,40.75964355,5/6/15,14:07:23,14,9.459459459,0.74,7,-73.99018097,40.7566452,5/6/15,14:16:36,14,1,1,20,20
-73.99152374,40.73899078,5/6/15,15:54:14,15,5.445544554,1.01,5.5,-74.0019989,40.72826004,5/6/15,15:59:11,15,0,1,90,91
-73.788414,40.64182281,5/21/15,20:53:48,20,2.972972973,7.4,22,-73.84220123,40.71825027,5/21/15,21:13:45,21,0,1,158,123
-74.01490784,40.71436691,5/21/15,22:11:57,22,3.846153846,2.6,10,-74.00234222,40.7460289,5/21/15,22:21:11,22,0,1,37,90
-74.00230408,40.74012375,5/6/15,20:56:16,20,4.736842105,1.9,9,-73.98833466,40.72403717,5/6/15,21:06:36,21,0,1,90,188
-73.9783783,40.72471237,5/22/15,1:33:02,1,3.909465021,2.43,9.5,-73.9783783,40.72471237,5/22/15,1:41:12,1,1,1,189,189
-73.95761108,40.7826004,5/22/15,6:42:29,6,6.25,0.56,3.5,-73.9523468,40.78977966,5/22/15,6:44:21,6,0,1,179,181
-73.95412445,40.78452682,5/22/15,8:50:02,8,6.5625,1.6,10.5,-73.95389557,40.76706314,5/22/15,9:03:27,9,0,1,179,129
-73.96772003,40.76872253,5/7/15,8:30:50,8,6.818181818,1.1,7.5,-73.95257568,40.76958847,5/7/15,8:40:12,8,1,1,179,129
-73.88531494,40.77312469,5/22/15,12:38:17,12,2.916666667,10.8,31.5,-73.97078705,40.7522049,5/22/15,13:03:00,13,0,1,158,21
-74.01579285,40.71481705,5/22/15,14:28:04,14,4.849246231,19.9,96.5,-74.1769104,40.694561,5/22/15,16:06:50,16,0,1,37,
-73.99741364,40.74162292,5/22/15,16:30:01,16,7.480314961,1.27,9.5,-74.00189972,40.72625351,5/22/15,16:42:52,16,0,1,90,106
-73.97411346,40.75089264,5/7/15,16:00:21,16,7.471264368,0.87,6.5,-73.96627808,40.76192856,5/7/15,16:08:25,16,1,1,21,129
-73.96685791,40.76414108,5/7/15,17:53:16,17,6,1.5,9,-73.95909119,40.78053665,5/7/15,18:03:51,18,0,1,179,179
-73.99902344,40.73419952,5/22/15,21:53:04,21,7.777777778,0.9,7,-73.98830414,40.72803116,5/22/15,22:01:37,22,1,1,91,188
-73.87090302,40.77375031,5/22/15,23:15:13,23,2.925531915,9.4,27.5,-73.94567108,40.83577347,5/22/15,23:33:11,23,1,1,158,191
-74.00493622,40.7207222,5/7/15,22:14:22,22,3.620689655,5.8,21,-73.95360565,40.76775742,5/7/15,22:34:56,22,0,1,106,129
-73.97277069,40.76453018,5/7/15,23:36:20,23,5.217391304,1.15,6,-73.96137238,40.77592087,5/7/15,23:42:04,23,0,1,179,179
-73.98934937,40.73596573,5/23/15,8:31:51,8,4.047619048,2.1,8.5,-73.96642303,40.75482559,5/23/15,8:39:30,8,0,2,79,21
-73.98486328,40.75661087,5/23/15,11:01:26,11,6.198347107,1.21,7.5,-73.97441101,40.75664139,5/23/15,11:10:02,11,0,2,20,20
-73.95675659,40.77810287,5/8/15,9:07:58,9,6.274509804,2.55,16,-73.98036957,40.75683594,5/8/15,9:33:15,9,1,1,179,20
-73.94451141,40.77959824,5/8/15,10:56:50,10,2.973300971,8.24,24.5,-73.86325073,40.76887131,5/8/15,11:13:52,11,1,1,67,158
-73.98986816,40.73468018,5/23/15,17:34:10,17,5.445544554,1.01,5.5,-73.97975922,40.74471664,5/23/15,17:38:29,17,0,2,79,75
-73.94838715,40.77614212,5/23/15,19:15:03,19,4.230769231,2.6,11,-73.98210907,40.77364349,5/23/15,19:27:26,19,1,2,67,180
-73.99613953,40.69102859,5/8/15,16:49:01,16,4.773869347,3.98,19,-73.99931335,40.68437576,5/8/15,17:16:47,17,0,1,160,161
-73.9872818,40.73342133,5/8/15,18:24:49,18,7.142857143,1.47,10.5,-73.9783783,40.75159836,5/8/15,18:39:11,18,1,1,79,75
-73.98805237,40.75987625,5/24/15,1:12:33,1,4.225352113,1.42,6,-73.97806549,40.77616501,5/24/15,1:16:36,1,1,2,14,180
-73.98642731,40.73297501,5/24/15,3:37:22,3,4.047619048,2.1,8.5,-73.97305298,40.75548553,5/24/15,3:44:24,3,0,2,79,21
-73.98347473,40.74398041,5/8/15,22:54:47,22,4.424778761,2.26,10,-73.98061371,40.7675972,5/8/15,23:06:21,23,1,1,75,184
-73.9889679,40.718853,5/9/15,0:07:17,0,11,0.5,5.5,-73.99237823,40.71878815,5/9/15,0:12:50,0,0,2,107,107
-73.98997498,40.73262024,5/24/15,14:12:37,14,5.970149254,1.34,8,-73.99111176,40.74715805,5/24/15,14:22:31,14,1,2,188,20
-73.99923706,40.73348236,5/24/15,16:19:22,16,11.25,0.4,4.5,-73.99273682,40.73015976,5/24/15,16:23:30,16,0,2,91,91
-73.97444153,40.7912178,5/9/15,9:38:11,9,3.777335984,5.03,19,-73.97635651,40.79094315,5/9/15,10:00:17,10,0,2,187,187
-73.97950745,40.75260162,5/9/15,11:22:34,11,7.547169811,0.53,4,-73.97966766,40.74642944,5/9/15,11:25:33,11,1,2,75,75
-73.98284912,40.75689316,5/24/15,22:57:41,22,7.857142857,1.4,11,-73.98254395,40.74496078,5/24/15,23:13:23,23,1,2,20,75
-73.98890686,40.69429016,5/25/15,1:18:30,1,3.678929766,2.99,11,-74.00743866,40.70568085,5/25/15,1:27:54,1,0,1,137,37
-73.97223663,40.76157761,5/9/15,16:26:38,16,4.47761194,2.01,9,-73.95179749,40.7816925,5/9/15,16:35:56,16,0,2,20,67
-73.97399902,40.78292084,5/9/15,18:09:34,18,5.158730159,1.26,6.5,-73.95812225,40.7791214,5/9/15,18:14:46,18,0,2,187,179
-73.95661926,40.77779388,5/25/15,14:13:18,14,3.656716418,20.1,73.5,-74.17713928,40.6948967,5/25/15,14:52:38,14,0,1,179,
-74.00359344,40.74754715,5/25/15,16:20:41,16,4.333333333,3,13,-73.98426056,40.71901321,5/25/15,16:36:56,16,1,1,90,189
-74.00819397,40.74861526,5/9/15,22:46:28,22,4.393939394,6.6,29,-73.95014191,40.68317413,5/9/15,23:26:08,23,0,2,90,73
-74.00726318,40.74010468,5/10/15,0:07:42,0,12.5,0.6,7.5,-74.00365448,40.74180222,5/10/15,0:18:35,0,1,2,91,90
-73.96920776,40.75812149,5/25/15,22:24:59,22,3.494623656,7.44,26,-73.95269775,40.68299866,5/25/15,22:53:56,22,0,1,21,73
-74,40.73317719,5/10/15,4:49:22,4,3.858024691,3.24,12.5,-73.9865799,40.76767731,5/10/15,5:01:41,5,0,2,91,14
-73.98370361,40.75577164,5/10/15,10:05:03,10,3.598484848,5.28,19,-73.98342896,40.69589996,5/10/15,10:25:59,10,1,2,20,137
-73.96172333,40.79576492,5/26/15,9:47:42,9,7.5,0.8,6,-73.95420837,40.80616379,5/26/15,9:54:07,9,1,1,187,175
-73.96219635,40.77909088,5/10/15,13:35:44,13,5.526315789,1.9,10.5,-73.9705658,40.75819016,5/10/15,13:49:16,13,1,2,179,21
-73.87075043,40.77373123,5/10/15,15:31:59,15,3.125,5.28,16.5,-73.83397675,40.71773148,5/10/15,15:46:20,15,1,2,158,123
-73.97473145,40.7510376,5/10/15,17:31:31,17,7.222222222,0.9,6.5,-73.98648834,40.75829697,5/10/15,17:39:10,17,0,2,21,20
-73.99197388,40.73789978,5/26/15,17:31:31,17,4.782608696,2.3,11,-74.01106262,40.71479034,5/26/15,17:44:22,17,0,1,90,106
-73.95062256,40.78348923,5/26/15,18:54:52,18,3.8,5,19,-73.95809937,40.73420715,5/26/15,19:15:08,19,0,1,179,41
-74.00211334,40.75048065,5/10/15,23:13:59,23,3.611111111,1.8,6.5,-73.98736572,40.76853561,5/10/15,23:17:55,23,0,2,90,14
-73.95514679,40.78582001,5/11/15,6:06:37,6,2.815376286,18.47,52,-73.78327179,40.64889908,5/11/15,6:39:55,6,0,1,179,158
-73.77683258,40.64507675,5/27/15,0:21:43,0,2.850877193,18.24,52,-73.98822784,40.76415253,5/27/15,0:56:42,0,0,1,158,14
-73.99162292,40.75012207,5/27/15,6:51:52,6,5.670103093,0.97,5.5,-73.98819733,40.74096298,5/27/15,6:56:35,6,0,1,20,90
-74.01252747,40.70255661,5/11/15,12:35:10,12,8.181818182,1.1,9,-74.01383972,40.71422195,5/11/15,12:47:11,12,0,1,37,37
-73.96157837,40.77706528,5/11/15,14:24:15,14,8.75,0.8,7,-73.95983124,40.77112198,5/11/15,14:32:29,14,1,1,179,179
-74.00079346,40.75762939,5/27/15,12:21:47,12,13.33333333,0.6,8,-73.99895477,40.7538414,5/27/15,12:33:23,12,0,1,90,90
-73.9712677,40.75628662,5/27/15,14:12:09,14,8.823529412,0.68,6,-73.97687531,40.74848938,5/27/15,14:19:28,14,0,1,21,75
-73.97239685,40.76522064,5/11/15,19:39:33,19,6.884057971,1.38,9.5,-73.98842621,40.77487183,5/11/15,19:51:56,19,0,1,184,180
-73.95578766,40.78467941,5/11/15,21:12:47,21,5.555555556,1.8,10,-73.95187378,40.76647949,5/11/15,21:24:30,21,0,1,179,129
-73.7767868,40.6452446,5/11/15,22:51:58,22,3.041958042,14.3,43.5,-73.96144867,40.71431351,5/11/15,23:32:41,23,0,1,158,162
-73.95481873,40.77583313,5/27/15,20:48:30,20,3.452115813,4.49,15.5,-73.98725891,40.7290535,5/27/15,21:03:38,21,0,1,67,188
-73.98474884,40.74504852,5/27/15,22:10:35,22,10,0.4,4,-73.98081207,40.75056839,5/27/15,22:14:01,22,1,1,20,75
-73.99077606,40.74000549,5/12/15,9:36:33,9,5.163043478,1.84,9.5,-73.99741364,40.71938324,5/12/15,9:49:09,9,0,1,90,106
-73.99762726,40.75658035,5/28/15,6:17:26,6,6.666666667,0.6,4,-73.99177551,40.76481247,5/28/15,6:19:13,6,0,1,90,14
-73.98057556,40.7477951,5/28/15,8:11:20,8,9.375,0.64,6,-73.98474884,40.75379181,5/28/15,8:18:20,8,0,1,75,20
-73.98590088,40.7601738,5/12/15,15:28:40,15,9.333333333,1.5,14,-73.99106598,40.75058746,5/12/15,15:50:40,15,1,1,20,20
-73.95661163,40.77820587,5/12/15,17:36:21,17,4.5,3,13.5,-73.97175598,40.74561691,5/12/15,17:51:45,17,0,1,179,21
-73.97592163,40.74879074,5/12/15,19:00:32,19,6.041666667,2.4,14.5,-73.96021271,40.77890778,5/12/15,19:20:15,19,0,1,75,179
-73.97424316,40.75763321,5/28/15,15:21:57,15,6.363636364,1.1,7,-73.98204041,40.74389267,5/28/15,15:30:04,15,0,1,20,75
-73.99284363,40.75331116,5/28/15,17:24:01,17,5.666666667,1.5,8.5,-73.99138641,40.76939774,5/28/15,17:33:37,17,0,1,90,14
-73.97494507,40.75675201,5/12/15,23:42:58,23,4.2,2.5,10.5,-73.98060608,40.78244781,5/12/15,23:53:28,23,1,1,20,187
-73.9960556,40.74872971,5/13/15,4:13:41,4,2.789699571,18.64,52,-73.77932739,40.64512634,5/13/15,4:42:20,4,1,1,90,158
-74.00045013,40.74262238,5/28/15,21:31:35,21,4.655870445,2.47,11.5,-73.98730469,40.72047806,5/28/15,21:45:44,21,0,1,90,107
-73.9899292,40.73419952,5/28/15,23:01:51,23,5.277777778,1.8,9.5,-73.97183228,40.75296021,5/28/15,23:12:32,23,0,1,91,21
-73.97109222,40.76186371,5/13/15,11:51:36,11,8.888888889,0.9,8,-73.98017883,40.75079346,5/13/15,12:01:31,12,0,1,20,75
-74.00705719,40.71603394,5/13/15,13:44:00,13,6.842105263,1.9,13,-73.99436951,40.74098587,5/13/15,14:03:19,14,0,1,106,90
-74.01535034,40.71431351,5/13/15,15:18:55,15,3.642857143,7,25.5,-73.97142029,40.76042557,5/13/15,15:49:47,15,0,1,37,21
-74.00482178,40.7233963,5/29/15,10:09:35,10,5.555555556,3.24,18,-73.97231293,40.7538414,5/29/15,10:37:35,10,0,1,106,21
-73.90413666,40.75368118,5/29/15,11:52:24,11,2.961165049,10.3,30.5,-74.01147461,40.70256042,5/29/15,12:20:44,12,0,1,48,37
-73.99725342,40.72232819,5/13/15,20:37:50,20,4.787234043,1.88,9,-74.00787354,40.70505905,5/13/15,20:48:33,20,1,1,106,37
-73.9890213,40.74240875,5/13/15,21:50:40,21,7.303370787,0.89,6.5,-73.99954224,40.73888016,5/13/15,21:58:12,21,0,1,90,90
-73.97858429,40.76668167,5/29/15,18:04:50,18,6.458333333,2.4,15.5,-74.0026474,40.76075363,5/29/15,18:27:38,18,1,1,184,90
-73.98400116,40.75320435,5/29/15,19:20:43,19,8.333333333,1.2,10,-73.99424744,40.7460289,5/29/15,19:35:09,19,0,1,20,20
-74.00769806,40.71411514,5/14/15,7:21:30,7,3.432282004,5.39,18.5,-73.96925354,40.75419235,5/14/15,7:40:22,7,1,1,106,21
-73.95388031,40.76680374,5/14/15,8:57:09,8,5.576923077,2.6,14.5,-73.97714233,40.75215149,5/14/15,9:18:52,9,1,1,129,21
-73.78155518,40.64479065,5/29/15,23:34:28,23,3.021582734,6.95,21,-73.83975983,40.68763733,5/29/15,23:47:40,23,1,1,158,24
-73.96503448,40.7752533,5/30/15,1:07:40,1,3.703703704,2.7,10,-73.99806213,40.76091766,5/30/15,1:16:18,1,1,2,184,14
-73.96105957,40.77219009,5/14/15,14:34:11,14,12.5,0.44,5.5,-73.96298218,40.76761627,5/14/15,14:39:59,14,1,1,179,179
-74.0055542,40.72566605,5/14/15,16:56:19,16,5.333333333,1.5,8,-73.98914337,40.73654556,5/14/15,17:05:24,17,0,1,106,90
-73.97942352,40.76150131,5/14/15,18:44:32,18,5.785123967,3.63,21,-73.99981689,40.7216301,5/14/15,19:17:06,19,0,1,20,106
-73.97510529,40.74588013,5/30/15,12:13:13,12,2.987551867,12.05,36,-73.81654358,40.71775818,5/30/15,12:48:59,12,1,2,75,36
-74.00448608,40.71639252,5/30/15,13:35:35,13,8.653846154,0.52,4.5,-74.00359344,40.7225914,5/30/15,13:39:09,13,0,2,106,106
-74.00656128,40.73747635,5/14/15,23:02:26,23,3.773584906,3.71,14,-73.98147583,40.7686615,5/14/15,23:17:36,23,0,1,91,184
-74.00662994,40.7343483,5/15/15,0:50:09,0,10,0.35,3.5,-74.00649261,40.73920059,5/15/15,0:51:51,0,0,1,91,91
-73.9838562,40.73440552,5/30/15,19:03:03,19,5.22875817,1.53,8,-73.99158478,40.74919128,5/30/15,19:11:55,19,0,2,79,20
-73.97505188,40.71937943,5/15/15,8:22:40,8,7.142857143,0.7,5,-73.98783875,40.72281647,5/15/15,8:26:23,8,1,1,189,188
-73.9511261,40.77049255,5/15/15,10:20:41,10,6.756756757,0.74,5,-73.96160889,40.7712059,5/15/15,10:24:14,10,1,1,129,179
-73.77646637,40.64521408,5/15/15,12:01:21,12,2.921348315,17.8,52,-73.98491669,40.76073456,5/15/15,13:19:51,13,1,1,158,20
-73.99373627,40.7516098,5/31/15,1:06:12,1,7.142857143,0.7,5,-73.98679352,40.76128387,5/31/15,1:10:50,1,1,2,20,20
-73.97799683,40.72514343,5/31/15,2:52:30,2,6,1.5,9,-74.00223541,40.72637177,5/31/15,3:03:38,3,0,2,189,106
-73.98722076,40.73904037,5/31/15,7:44:21,7,5.833333333,1.2,7,-74.00495911,40.74810028,5/31/15,7:51:43,7,1,2,90,90
-73.97915649,40.78175354,5/15/15,19:31:45,19,5,1.8,9,-73.96921539,40.76509094,5/15/15,19:42:24,19,0,1,187,179
-74.01194,40.71006775,5/15/15,20:50:02,20,5.369127517,1.49,8,-73.9995575,40.72840118,5/15/15,20:59:59,20,1,1,37,91
-73.96268463,40.79438782,5/31/15,14:35:15,14,7.083333333,2.4,17,-73.98257446,40.76433945,5/31/15,15:01:27,15,0,2,184,20
-73.96305847,40.76337814,5/31/15,16:35:57,16,8.045977011,0.87,7,-73.97356415,40.75977325,5/31/15,16:44:13,16,0,2,129,20
-74.0049057,40.74075699,5/16/15,1:28:31,1,3.556910569,4.92,17.5,-73.95121002,40.7767334,5/16/15,1:48:32,1,1,2,91,67
-73.9723053,40.74556351,5/16/15,3:42:54,3,5.421686747,0.83,4.5,-73.96743011,40.75530624,5/16/15,3:45:26,3,0,2,75,21
-73.97569275,40.7285881,5/31/15,23:34:41,23,4.011741683,5.11,20.5,-73.9274826,40.68996429,5/31/15,23:59:45,23,1,2,108,76
-73.9931488,40.76690292,6/1/15,8:16:00,8,7.142857143,1.19,8.5,-73.97374725,40.76046753,6/1/15,8:26:32,8,0,1,14,20
-73.96630096,40.77145004,6/1/15,12:00:53,12,6.346153846,2.6,16.5,-73.98995972,40.75219345,6/1/15,12:25:37,12,1,1,179,20
-73.98563385,40.73529053,6/1/15,16:02:17,16,4.3,5,21.5,-73.9557724,40.73007584,6/1/15,16:33:32,16,1,1,79,41
-73.97029114,40.76187134,6/1/15,19:28:03,19,5.909090909,1.1,6.5,-73.9633255,40.77494049,6/1/15,19:35:25,19,0,1,21,179
-73.99107361,40.76068878,6/1/15,22:33:56,22,13.33333333,0.3,4,-73.99585724,40.75917053,6/1/15,22:37:05,22,0,1,14,90
-73.95253754,40.78084946,6/2/15,7:28:02,7,4.487179487,1.56,7,-73.96398163,40.76791382,6/2/15,7:34:27,7,0,1,179,179
-74.00102997,40.72535324,6/2/15,10:58:18,10,15,0.2,3,-73.99964142,40.72578812,6/2/15,10:59:53,10,0,1,106,106
-73.97093201,40.76377869,6/2/15,14:44:08,14,4.545454545,3.3,15,-73.95462036,40.74145889,6/2/15,15:02:53,15,1,1,179,88
-73.98323059,40.76368332,6/2/15,18:31:52,18,5.487804878,4.1,22.5,-73.99063873,40.7208519,6/2/15,19:07:01,19,0,1,20,107
-73.96689606,40.75704956,6/2/15,21:21:09,21,6.923076923,1.3,9,-73.9838028,40.76708984,6/2/15,21:32:56,21,0,1,21,14
-74.01061249,40.70904541,6/3/15,1:28:55,1,4.736842105,1.9,9,-74.00511169,40.71988297,6/3/15,1:38:09,1,0,1,37,106
-73.97830963,40.7521553,6/3/15,9:04:21,9,8.235294118,0.85,7,-73.98823547,40.75000763,6/3/15,9:13:42,9,0,1,75,20
-73.87326813,40.77402115,6/3/15,12:47:04,12,3.476190476,10.5,36.5,-73.76262665,40.69169617,6/3/15,13:30:44,13,1,1,158,23
-74.00289154,40.7604599,6/3/15,16:47:18,16,5.625,1.6,9,-73.98245239,40.76761627,6/3/15,16:58:12,16,0,1,90,180
-73.98849487,40.76903152,6/3/15,20:03:16,20,5,1.8,9,-73.96233368,40.76485825,6/3/15,20:13:07,20,1,1,14,129
-73.94230652,40.69011307,6/3/15,22:52:26,22,3.601694915,4.72,17,-73.98170471,40.73276138,6/3/15,23:10:08,23,0,1,76,79
-73.99341583,40.74347305,6/4/15,6:54:23,6,3.157894737,9.5,30,-73.87283325,40.77430344,6/4/15,7:22:18,7,0,1,90,158
-73.86328888,40.76962662,6/4/15,10:20:08,10,3.710575139,10.78,40,-73.97415161,40.75827789,6/4/15,11:07:06,11,0,1,158,20
-73.95651245,40.76662827,6/4/15,14:04:19,14,7.5,0.8,6,-73.96446228,40.7738533,6/4/15,14:10:34,14,0,1,129,179
-73.95249176,40.7738533,6/4/15,18:05:28,18,6.329113924,1.58,10,-73.97390747,40.77917099,6/4/15,18:19:00,18,1,1,67,187
-73.99507904,40.75500488,6/4/15,20:52:42,20,8.928571429,0.56,5,-73.9868927,40.75154877,6/4/15,20:57:39,20,0,1,90,20
