pickup_longitude,pickup_latitude,pickup_date,pickup_time,pickup_hour,farePerDistance,trip_distance,fare_amount,dropoff_longitude,dropoff_latitude,dropoff_date,dropoff_time,dropoff_hour,payment_type,WWH,pickup_block_int,dropoff_block_int
-73.96885681,40.76436996,6/4/15,23:38:49,23,6.551724138,1.45,9.5,-73.97973633,40.74647903,6/4/15,23:50:58,23,0,1,179,75
-73.98233795,40.73994827,6/5/15,6:58:11,6,5.309734513,2.26,12,-74.00821686,40.74478912,6/5/15,7:12:34,7,1,1,79,90
-73.97823334,40.74829483,6/5/15,10:28:31,10,6.785714286,1.4,9.5,-73.99420929,40.74065781,6/5/15,10:41:43,10,0,1,75,90
-73.78144073,40.64483643,6/5/15,14:07:36,14,2.819956616,18.44,52,-73.97955322,40.76529312,6/5/15,15:24:24,15,0,1,158,20
-73.99353027,40.724617,6/5/15,18:11:51,18,5.5,1,5.5,-73.9991684,40.73436356,6/5/15,18:16:55,18,1,1,91,91
-73.97027588,40.7573967,6/5/15,21:06:35,21,6.923076923,1.3,9,-73.95378113,40.76699066,6/5/15,21:18:00,21,0,1,21,129
-73.97845459,40.68431473,6/6/15,0:00:27,0,5.384615385,1.3,7,-73.98231506,40.67000198,6/6/15,0:06:16,0,0,2,137,176
-73.98336029,40.72631454,6/6/15,3:52:38,3,4.375,1.6,7,-73.98062134,40.74431229,6/6/15,3:58:48,3,0,2,188,75
-73.96096039,40.77767181,6/6/15,11:01:44,11,6.910569106,1.23,8.5,-73.96327209,40.76502228,6/6/15,11:11:49,11,0,2,179,129
-73.99684143,40.73738098,6/6/15,14:28:46,14,3.813559322,3.54,13.5,-73.9879837,40.77384949,6/6/15,14:44:04,14,1,2,90,180
-73.98394775,40.76016617,6/6/15,18:10:41,18,6.785714286,1.4,9.5,-73.98784637,40.7446785,6/6/15,18:23:36,18,1,2,20,90
-73.9892807,40.74384308,6/6/15,21:24:22,21,9,0.5,4.5,-73.98110962,40.74168015,6/6/15,21:28:47,21,0,2,90,79
-73.7822113,40.64439011,6/7/15,0:18:28,0,2.921348315,17.8,52,-73.98912048,40.75643158,6/7/15,1:04:51,1,0,2,158,20
-73.96627808,40.80400848,6/7/15,4:06:35,4,5.555555556,0.9,5,-73.95659637,40.80667114,6/7/15,4:10:14,4,1,2,186,175
-73.98060608,40.74517441,6/7/15,11:47:11,11,6.5625,1.6,10.5,-74.00379181,40.75333786,6/7/15,12:02:19,12,1,2,75,90
-74.008255,40.74603271,6/7/15,15:22:27,15,4.067460317,5.04,20.5,-73.95897675,40.78069305,6/7/15,15:46:47,15,1,2,90,179
-73.94800568,40.82482147,6/7/15,19:15:55,19,4.641350211,4.74,22,-73.95560455,40.77318192,6/7/15,19:46:18,19,0,2,163,129
-73.93287659,40.80384064,6/7/15,23:20:07,23,3.374233129,6.52,22,-73.98806,40.72805786,6/7/15,23:43:26,23,0,2,128,188
-73.98993683,40.76705551,6/8/15,8:07:40,8,4.047619048,4.2,17,-73.99329376,40.72253036,6/8/15,8:28:25,8,0,1,14,106
-73.9834671,40.78123093,6/8/15,12:08:56,12,4.895104895,1.43,7,-73.96994781,40.79959106,6/8/15,12:16:02,12,1,1,187,187
-73.99121857,40.7557106,6/8/15,16:12:42,16,5,3.1,15.5,-73.95702362,40.77463913,6/8/15,16:33:53,16,0,1,14,67
-73.98875427,40.74489594,6/8/15,19:07:19,19,4.139433551,4.59,19,-73.98739624,40.72242355,6/8/15,19:32:50,19,0,1,90,107
-73.77671051,40.6451683,6/8/15,22:51:20,22,2.640934485,19.69,52,-73.95251465,40.77233887,6/8/15,23:23:12,23,0,1,158,67
-73.96153259,40.77147675,6/9/15,7:48:08,7,5.982905983,1.17,7,-73.97388458,40.76324463,6/9/15,7:55:45,7,0,1,179,20
-73.96881104,40.76470947,6/9/15,11:21:29,11,5.985915493,1.42,8.5,-73.95484924,40.77331161,6/9/15,11:31:32,11,1,1,179,67
-73.97962189,40.77108765,6/9/15,15:08:43,15,5.072463768,2.76,14,-73.9662323,40.80466843,6/9/15,15:26:15,15,0,1,184,186
-73.94921112,40.77700043,6/9/15,19:00:12,19,4.18079096,8.85,37,-73.90791321,40.88552094,6/9/15,19:49:36,19,0,1,67,112
-73.9609375,40.77218246,6/9/15,21:57:30,21,4.005934718,3.37,13.5,-73.99636078,40.74285889,6/9/15,22:12:47,22,0,1,179,90
-73.9695282,40.75711441,6/10/15,4:50:28,4,3.75,3.6,13.5,-73.92010498,40.76631165,6/10/15,5:03:37,5,1,1,21,11
-73.95583344,40.7639389,6/10/15,9:46:59,9,3.294892916,6.07,20,-74.01055145,40.70203018,6/10/15,10:02:07,10,0,1,129,37
-74.01255035,40.70228958,6/10/15,13:37:28,13,4.038461538,5.2,21,-73.99061584,40.74572372,6/10/15,14:02:43,14,1,1,37,90
-73.9678421,40.7650032,6/10/15,17:44:09,17,11.42857143,0.7,8,-73.974823,40.75582886,6/10/15,17:54:48,17,0,1,179,21
-73.98209381,40.77624893,6/10/15,20:41:31,20,5.85106383,0.94,5.5,-73.9775238,40.78804016,6/10/15,20:46:22,20,0,1,180,187
-74.00154877,40.75069809,6/10/15,23:36:31,23,3.703703704,5.67,21,-73.95475006,40.74141312,6/11/15,0:02:41,0,0,1,90,88
-73.99727631,40.72579575,6/11/15,7:53:04,7,5,2.3,11.5,-73.98255157,40.75185394,6/11/15,8:07:19,8,0,1,91,20
-73.95554352,40.77965546,6/11/15,11:25:20,11,6.547619048,0.84,5.5,-73.95303345,40.78879547,6/11/15,11:30:50,11,1,1,179,181
-73.98159027,40.7809639,6/11/15,15:01:08,15,7.916666667,1.2,9.5,-73.97224426,40.78908157,6/11/15,15:14:48,15,1,1,187,187
-73.89772797,40.74309158,6/11/15,18:53:38,18,3.044719315,10.51,32,-73.9733429,40.68585587,6/11/15,19:22:06,19,0,1,48,125
-73.96749115,40.7600708,6/11/15,21:35:02,21,3.503184713,3.14,11,-73.92754364,40.75980377,6/11/15,21:43:36,21,1,1,21,54
-73.98777008,40.74414444,6/12/15,0:36:50,0,4.130434783,2.3,9.5,-73.98765564,40.76880646,6/12/15,0:45:41,0,0,1,90,14
-73.99842834,40.68160629,6/12/15,8:09:47,8,3.611111111,3.6,13,-74.00860596,40.71146011,6/12/15,8:22:15,8,1,1,161,106
-73.97602844,40.75213623,6/12/15,11:51:40,11,9.944751381,1.81,18,-73.99381256,40.76203156,6/12/15,12:21:16,12,0,1,21,14
-73.79165649,40.64522552,6/12/15,15:42:16,15,2.836879433,18.33,52,-73.9861908,40.72243881,6/12/15,16:42:26,16,0,1,158,188
-73.99147034,40.75019836,6/12/15,19:20:31,19,3.978494624,4.65,18.5,-73.98445129,40.69184113,6/12/15,19:42:37,19,0,1,20,137
-73.96439362,40.80223846,6/12/15,22:15:24,22,3.80952381,2.1,8,-73.97870636,40.7775383,6/12/15,22:21:06,22,0,1,186,180
-73.94846344,40.77809525,6/13/15,1:14:21,1,3.714285714,3.5,13,-73.95313263,40.81406403,6/13/15,1:28:43,1,1,2,67,9
-73.98199463,40.76869202,6/13/15,8:31:39,8,5.555555556,1.8,10,-73.96013641,40.76929855,6/13/15,8:43:55,8,0,2,180,129
-73.98220825,40.72101974,6/13/15,12:54:27,12,3.040935673,17.1,52,-73.7902832,40.64370346,6/13/15,13:33:26,13,1,2,189,158
-73.95110321,40.78017044,6/13/15,16:38:43,16,4.166666667,3.6,15,-73.99125671,40.75009918,6/13/15,16:57:15,16,0,2,67,20
-73.9956665,40.74413681,6/13/15,20:00:44,20,6.837606838,1.17,8,-74.00907898,40.73815536,6/13/15,20:10:40,20,0,2,90,91
-73.97785187,40.77887726,6/13/15,23:22:18,23,4.130434783,2.3,9.5,-73.94755554,40.77935028,6/13/15,23:30:58,23,0,2,187,67
-73.98709106,40.74999237,6/14/15,2:42:04,2,7.857142857,0.7,5.5,-73.97793579,40.74570084,6/14/15,2:47:20,2,0,2,20,75
-73.98299408,40.76882553,6/14/15,10:56:56,10,5.454545455,1.1,6,-73.98847961,40.77903366,6/14/15,11:02:21,11,1,2,180,180
-73.97929382,40.76620102,6/14/15,15:05:52,15,8.076923077,1.3,10.5,-73.99154663,40.74980164,6/14/15,15:20:34,15,1,2,20,20
-73.96154785,40.78001785,6/14/15,19:12:51,19,4.35483871,3.1,13.5,-73.98950195,40.74015045,6/14/15,19:29:00,19,1,2,184,90
-73.98467255,40.74827957,6/14/15,23:04:12,23,5.588235294,1.7,9.5,-73.983078,40.76275635,6/14/15,23:15:47,23,1,2,20,20
-73.95840454,40.76460266,6/15/15,8:12:48,8,4.416403785,3.17,14,-73.99684906,40.75259399,6/15/15,8:29:19,8,0,1,129,90
-74.00507355,40.74484634,6/15/15,12:13:57,12,6.666666667,0.9,6,-73.99330139,40.74232101,6/15/15,12:20:06,12,0,1,90,90
-73.98150635,40.78068542,6/15/15,16:10:11,16,7.857142857,0.7,5.5,-73.97851563,40.78810501,6/15/15,16:15:05,16,1,1,187,187
-73.95937347,40.76324844,6/15/15,19:48:24,19,6.547619048,0.84,5.5,-73.95855713,40.77242661,6/15/15,19:53:21,19,0,1,129,129
-73.93843842,40.84646988,6/15/15,23:24:23,23,4.838709677,1.55,7.5,-73.92635345,40.84046173,6/15/15,23:31:02,23,1,1,191,192
-73.99058533,40.76121521,6/16/15,8:27:16,8,12.28070175,0.57,7,-73.98959351,40.75579071,6/16/15,8:36:16,8,1,1,14,20
-73.97360229,40.76131439,6/16/15,12:13:42,12,5,2.1,10.5,-73.99383545,40.73575211,6/16/15,12:26:58,12,1,1,20,91
-73.99190521,40.75811386,6/16/15,16:04:13,16,8.333333333,0.6,5,-74.00222778,40.76105881,6/16/15,16:08:36,16,1,1,14,90
-73.98306274,40.72174454,6/16/15,19:39:55,19,7.5,0.8,6,-73.9950943,40.72800446,6/16/15,19:46:07,19,0,1,189,91
-73.99372101,40.72011185,6/16/15,22:41:13,22,3.676470588,3.4,12.5,-73.94215393,40.72324753,6/16/15,22:52:05,22,0,1,107,41
-73.94957733,40.78074265,6/17/15,6:59:17,6,6.111111111,0.9,5.5,-73.95355225,40.78808975,6/17/15,7:04:44,7,0,1,67,181
-73.97839355,40.75382996,6/17/15,10:36:03,10,5.192307692,2.6,13.5,-73.95430756,40.78479004,6/17/15,10:53:31,10,1,1,20,179
-73.78969574,40.64690018,6/17/15,14:24:20,14,3.023255814,17.2,52,-73.98606873,40.74760437,6/17/15,15:29:14,15,1,1,158,20
-73.99120331,40.7505188,6/17/15,18:28:52,18,11.11111111,1.08,12,-73.97998047,40.75577164,6/17/15,18:47:39,18,1,1,20,20
-73.98348999,40.71866608,6/17/15,21:18:09,21,6.086956522,1.15,7,-73.98298645,40.73062134,6/17/15,21:25:41,21,1,1,189,188
-74.00550842,40.73983002,6/18/15,0:33:51,0,3.565505804,6.03,21.5,-73.94358826,40.71456909,6/18/15,1:00:27,1,1,1,91,71
-73.87099457,40.7738533,6/18/15,8:37:17,8,3.780378038,11.11,42,-73.98923492,40.76951599,6/18/15,9:34:45,9,0,1,158,14
-73.95545197,40.78776932,6/18/15,12:13:08,12,6.358381503,1.73,11,-73.96739197,40.76860809,6/18/15,12:28:24,12,0,1,179,179
-73.95932007,40.77757645,6/18/15,16:01:20,16,15,0.2,3,-73.96142578,40.77442932,6/18/15,16:02:23,16,0,1,179,179
-73.98648071,40.73030853,6/18/15,19:33:27,19,4.473684211,3.8,17,-73.96341705,40.77695847,6/18/15,19:55:57,19,0,1,188,179
-73.97219849,40.76520157,6/18/15,22:28:29,22,6.764705882,1.7,11.5,-73.98881531,40.74496078,6/18/15,22:44:58,22,1,1,179,90
-73.97247314,40.74739075,6/19/15,2:54:51,2,3.806228374,2.89,11,-74.00904846,40.73812103,6/19/15,3:05:45,3,1,1,75,91
-73.97395325,40.74320984,6/19/15,9:30:09,9,5.25,2,10.5,-73.95436859,40.76716614,6/19/15,9:42:57,9,0,1,75,129
-73.98397827,40.76026154,6/19/15,13:20:28,13,7.462686567,0.67,5,-73.99038696,40.75106812,6/19/15,13:25:52,13,1,1,20,20
-73.97512817,40.76343536,6/19/15,17:25:58,17,7.5,0.6,4.5,-73.97841644,40.75663757,6/19/15,17:30:12,17,1,1,20,20
-73.98160553,40.76879883,6/19/15,20:26:43,20,4.62962963,2.7,12.5,-73.94611359,40.77312469,6/19/15,20:41:42,20,1,1,180,67
-73.99255371,40.72436523,6/19/15,23:24:59,23,7.083333333,1.2,8.5,-73.9852829,40.7386055,6/19/15,23:35:18,23,0,1,91,79
-74.0007019,40.75226593,6/20/15,2:49:58,2,4.125,4,16.5,-74.00443268,40.7193985,6/20/15,3:10:30,3,1,2,90,106
-73.97425842,40.78310013,6/20/15,10:43:39,10,4.6875,1.92,9,-73.94716644,40.77576065,6/20/15,10:52:50,10,0,2,187,67
-73.95570374,40.77944946,6/20/15,14:29:55,14,4.469273743,3.58,16,-73.99208069,40.74662018,6/20/15,14:52:02,14,1,2,179,20
-73.96244049,40.77915955,6/20/15,18:22:14,18,6.25,2.24,14,-73.97016144,40.75643158,6/20/15,18:42:50,18,1,2,184,21
-74.00850677,40.73942947,6/20/15,21:58:23,21,4.676258993,1.39,6.5,-74.00959778,40.73944855,6/20/15,22:03:42,22,0,2,91,91
-73.9848175,40.76044846,6/21/15,1:17:28,1,8.173076923,1.04,8.5,-73.99678802,40.76353836,6/21/15,1:28:59,1,1,2,20,14
-73.97012329,40.75619888,6/21/15,9:32:44,9,5.23255814,1.72,9,-73.99597168,40.75894165,6/21/15,9:44:26,9,1,2,21,90
-73.98090363,40.77968597,6/21/15,13:57:49,13,4.233870968,2.48,10.5,-73.96486664,40.76158142,6/21/15,14:10:23,14,0,2,180,129
-73.99945068,40.75408173,6/21/15,17:58:17,17,9,0.5,4.5,-73.99378967,40.75960159,6/21/15,18:02:24,18,0,2,90,14
-73.98886871,40.72727966,6/21/15,22:02:02,22,4.35483871,3.1,13.5,-73.96890259,40.76389313,6/21/15,22:16:58,22,0,2,188,179
-73.78855133,40.64742661,6/22/15,7:24:23,7,3.513513514,14.8,52,-73.99803925,40.72779083,6/22/15,8:45:33,8,0,1,158,91
-73.95641327,40.78118896,6/22/15,11:29:29,11,6.25,0.8,5,-73.96068573,40.77243042,6/22/15,11:33:45,11,0,1,179,179
-73.94702148,40.82607651,6/22/15,15:33:25,15,5.277777778,1.8,9.5,-73.96370697,40.80331039,6/22/15,15:43:22,15,1,1,163,186
-73.95789337,40.71401978,6/22/15,19:15:00,19,5.555555556,0.9,5,-73.95094299,40.72376633,6/22/15,19:18:56,19,0,1,162,41
-74.00050354,40.72101212,6/22/15,22:36:04,22,5,1.2,6,-73.98698425,40.72973633,6/22/15,22:40:55,22,0,1,106,188
-73.98371887,40.77018356,6/23/15,7:42:40,7,6,1,6,-73.97156525,40.76207733,6/23/15,7:48:07,7,0,1,180,20
-74.0059433,40.73988342,6/23/15,11:14:50,11,12.1875,1.6,19.5,-73.98419189,40.74341965,6/23/15,11:48:03,11,0,1,91,20
-74.00257111,40.74981308,6/23/15,14:53:48,14,11.06557377,1.22,13.5,-73.98656464,40.7518158,6/23/15,15:15:39,15,1,1,90,20
-73.97957611,40.75143814,6/23/15,18:41:53,18,13.75,0.4,5.5,-73.98032379,40.7461586,6/23/15,18:47:59,18,0,1,75,75
-73.96672821,40.76431656,6/23/15,21:47:35,21,4.242424242,1.65,7,-73.9487915,40.77763748,6/23/15,21:53:26,21,0,1,179,67
-73.96710205,40.76353836,6/24/15,4:33:55,4,3.80952381,2.1,8,-73.93591309,40.74977493,6/24/15,4:38:12,4,1,1,179,88
-73.98148346,40.76858521,6/24/15,9:51:09,9,8.571428571,0.7,6,-73.99051666,40.77156067,6/24/15,9:57:46,9,1,1,184,180
-73.97089386,40.78837585,6/24/15,13:44:21,13,8.333333333,0.54,4.5,-73.97232056,40.78226089,6/24/15,13:47:18,13,1,1,187,187
-73.97481537,40.76292801,6/24/15,17:51:52,17,9.642857143,1.4,13.5,-73.98918152,40.7459259,6/24/15,18:13:32,18,1,1,20,20
-74.00157166,40.73061371,6/24/15,21:01:09,21,4.5,3,13.5,-73.99913788,40.76122284,6/24/15,21:16:46,21,0,1,91,14
-73.98470306,40.73230362,6/25/15,0:06:37,0,3.93258427,1.78,7,-73.9721756,40.75376511,6/25/15,0:12:05,0,0,1,79,21
-73.97834015,40.75205612,6/25/15,8:17:31,8,3.412698413,6.3,21.5,-74.01594543,40.71086121,6/25/15,8:35:49,8,0,1,75,37
-73.99008942,40.75646973,6/25/15,12:00:58,12,7.865168539,0.89,7,-73.97786713,40.75920105,6/25/15,12:09:44,12,1,1,20,20
-73.96637726,40.79455948,6/25/15,15:51:13,15,5.333333333,1.5,8,-73.95792389,40.77878952,6/25/15,16:00:01,16,1,1,187,179
-73.99371338,40.72035217,6/25/15,19:40:10,19,5.909090909,1.1,6.5,-73.98413849,40.73023605,6/25/15,19:47:08,19,0,1,107,188
-73.96768188,40.75602341,6/25/15,22:39:24,22,4.651162791,2.15,10,-73.9883728,40.7317543,6/25/15,22:50:33,22,0,1,21,188
-73.96853638,40.79912186,6/26/15,3:31:48,3,3.129445235,7.03,22,-74.01073456,40.71608353,6/26/15,3:49:37,3,1,1,187,106
-74.00557709,40.74831772,6/26/15,9:44:36,9,7.083333333,1.2,8.5,-73.99164581,40.7385025,6/26/15,9:55:50,9,0,1,90,90
-73.97026825,40.78427124,6/26/15,13:43:17,13,5.85106383,0.94,5.5,-73.97831726,40.77316666,6/26/15,13:48:03,13,1,1,187,180
-73.94620514,40.77753067,6/26/15,18:04:44,18,7.5,0.8,6,-73.95563507,40.7724762,6/26/15,18:10:10,18,0,1,67,129
-73.96987152,40.7528801,6/26/15,21:11:17,21,4.6875,1.28,6,-73.98027802,40.73879242,6/26/15,21:16:03,21,0,1,21,75
-73.9865036,40.72177124,6/27/15,0:05:49,0,4.528301887,2.65,12,-73.99215698,40.74914932,6/27/15,0:19:45,0,0,2,107,20
-73.98903656,40.74307251,6/27/15,3:57:18,3,3.223684211,7.6,24.5,-73.92167664,40.81116867,6/27/15,4:18:38,4,1,2,90,131
-73.96676636,40.80429077,6/27/15,11:29:23,11,4.62962963,2.16,10,-73.9569397,40.78356171,6/27/15,11:39:14,11,0,2,186,179
-74.01744843,40.70675659,6/27/15,15:11:33,15,3.230148048,7.43,24,-73.97572327,40.76564789,6/27/15,15:35:11,15,1,2,37,184
-74.00125885,40.73587036,6/27/15,18:42:26,18,7.299270073,1.37,10,-73.99772644,40.7293396,6/27/15,18:55:55,18,1,2,91,91
-74.00229645,40.72468185,6/27/15,21:44:19,21,7.142857143,0.7,5,-74.00670624,40.73060989,6/27/15,21:49:09,21,0,2,106,91
-73.98718262,40.7603569,6/28/15,0:44:50,0,5.294117647,1.7,9,-73.98117828,40.7806778,6/28/15,0:54:35,0,1,2,20,187
-73.99584961,40.75920868,6/28/15,8:07:23,8,4.375,1.6,7,-73.99591064,40.74905014,6/28/15,8:13:06,8,1,2,90,90
-73.95333099,40.77586365,6/28/15,13:10:50,13,5,1,5,-73.96463776,40.77302933,6/28/15,13:15:03,13,0,2,67,179
-73.96170807,40.77975845,6/28/15,18:02:27,18,3.294289898,6.83,22.5,-73.99160004,40.71540833,6/28/15,18:21:53,18,0,2,179,107
-73.98717499,40.73963165,6/28/15,22:40:45,22,4.6,2.5,11.5,-73.9838028,40.76708221,6/28/15,22:53:10,22,1,2,90,14
-73.94750214,40.77600861,6/29/15,7:42:09,7,4.588607595,3.16,14.5,-73.98194885,40.75674057,6/29/15,7:59:55,7,0,1,67,20
-73.86476898,40.77017975,6/29/15,11:53:12,11,3.065451533,12.07,37,-73.98886108,40.7365303,6/29/15,12:24:53,12,0,1,158,79
-73.97235107,40.79867935,6/29/15,16:17:30,16,2.627589692,19.79,52,-73.78221893,40.64424896,6/29/15,17:17:12,17,0,1,187,158
-73.97174072,40.75746918,6/29/15,20:12:04,20,4.439252336,2.14,9.5,-73.99356842,40.73577881,6/29/15,20:23:18,20,0,1,21,91
